College Code,College Name,Branch Code,Branch Name,OC,BC,BCM,MBC,SC,SCA,ST,district
2747,"Shree Venkateshwara Hi-Tech Engineering College (Autonomous), Erode-Sathy Main Road,Sri Kalaivani Nagar, Othakuthirai,K, Mettupalayam (Po), Gobichettipalayam (Tk), Erode (Dt)-638455.",AM,Computer Science And Engineering (Ai And Machine Learning),109,0,0,95,0,0,0,Erode
2747,"Shree Venkateshwara Hi-Tech Engineering College (Autonomous), Erode-Sathy Main Road,Sri Kalaivani Nagar, Othakuthirai,K, Mettupalayam (Po), Gobichettipalayam (Tk), Erode (Dt)-638455.",BM,Bio Medical Engineering,124.5,0,108,0,0,0,93,Erode
2747,"Shree Venkateshwara Hi-Tech Engineering College (Autonomous), Erode-Sathy Main Road,Sri Kalaivani Nagar, Othakuthirai,K, Mettupalayam (Po), Gobichettipalayam (Tk), Erode (Dt)-638455.",BT,Bio Technology,109,0,0,0,0,102,0,Erode
2747,"Shree Venkateshwara Hi-Tech Engineering College (Autonomous), Erode-Sathy Main Road,Sri Kalaivani Nagar, Othakuthirai,K, Mettupalayam (Po), Gobichettipalayam (Tk), Erode (Dt)-638455.",CE,Civil  Engineering,0,0,0,0,0,0,0,Erode
2747,"Shree Venkateshwara Hi-Tech Engineering College (Autonomous), Erode-Sathy Main Road,Sri Kalaivani Nagar, Othakuthirai,K, Mettupalayam (Po), Gobichettipalayam (Tk), Erode (Dt)-638455.",CS,Computer Science And Engineering,120,0,0,97.5,0,82.5,0,Erode
2747,"Shree Venkateshwara Hi-Tech Engineering College (Autonomous), Erode-Sathy Main Road,Sri Kalaivani Nagar, Othakuthirai,K, Mettupalayam (Po), Gobichettipalayam (Tk), Erode (Dt)-638455.",EC,Electronics And Communication Engineering,122,0,0,0,0,116.5,0,Erode
2747,"Shree Venkateshwara Hi-Tech Engineering College (Autonomous), Erode-Sathy Main Road,Sri Kalaivani Nagar, Othakuthirai,K, Mettupalayam (Po), Gobichettipalayam (Tk), Erode (Dt)-638455.",EE,Electrical And Electronics Engineering,0,0,0,0,0,0,0,Erode
2747,"Shree Venkateshwara Hi-Tech Engineering College (Autonomous), Erode-Sathy Main Road,Sri Kalaivani Nagar, Othakuthirai,K, Mettupalayam (Po), Gobichettipalayam (Tk), Erode (Dt)-638455.",IT,Information Technology,126,97.5,0,97.5,0,90.5,0,Erode
2747,"Shree Venkateshwara Hi-Tech Engineering College (Autonomous), Erode-Sathy Main Road,Sri Kalaivani Nagar, Othakuthirai,K, Mettupalayam (Po), Gobichettipalayam (Tk), Erode (Dt)-638455.",ME,Mechanical Engineering,0,0,0,0,0,0,0,Erode
2747,"Shree Venkateshwara Hi-Tech Engineering College (Autonomous), Erode-Sathy Main Road,Sri Kalaivani Nagar, Othakuthirai,K, Mettupalayam (Po), Gobichettipalayam (Tk), Erode (Dt)-638455.",PH,Pharmaceutical Technology,120.5,0,0,0,92.5,119.5,83,Erode
2747,"Shree Venkateshwara Hi-Tech Engineering College (Autonomous), Erode-Sathy Main Road,Sri Kalaivani Nagar, Othakuthirai,K, Mettupalayam (Po), Gobichettipalayam (Tk), Erode (Dt)-638455.",SC,Computer Science And Engineering (Cyber Security),117,0,0,0,0,0,0,Erode
2748,"Surya Engineering College, Perundurai Road,Manalmedu, Mettukadai,Kathirampatti Post, Erode-638107.",AD,Artificial Intelligence And Data Science,133,0,104,0,105.5,132.5,0,Erode
2748,"Surya Engineering College, Perundurai Road,Manalmedu, Mettukadai,Kathirampatti Post, Erode-638107.",AM,Computer Science And Engineering (Ai And Machine Learning),96,0,0,0,0,0,0,Erode
2748,"Surya Engineering College, Perundurai Road,Manalmedu, Mettukadai,Kathirampatti Post, Erode-638107.",BM,Bio Medical Engineering,106.5,0,0,0,98.5,0,0,Erode
2748,"Surya Engineering College, Perundurai Road,Manalmedu, Mettukadai,Kathirampatti Post, Erode-638107.",CE,Civil  Engineering,0,0,0,0,0,0,0,Erode
2748,"Surya Engineering College, Perundurai Road,Manalmedu, Mettukadai,Kathirampatti Post, Erode-638107.",CS,Computer Science And Engineering,115.5,0,0,0,0,0,101.5,Erode
2748,"Surya Engineering College, Perundurai Road,Manalmedu, Mettukadai,Kathirampatti Post, Erode-638107.",EC,Electronics And Communication Engineering,0,0,0,0,0,0,0,Erode
2748,"Surya Engineering College, Perundurai Road,Manalmedu, Mettukadai,Kathirampatti Post, Erode-638107.",EE,Electrical And Electronics Engineering,0,0,0,0,0,0,0,Erode
2748,"Surya Engineering College, Perundurai Road,Manalmedu, Mettukadai,Kathirampatti Post, Erode-638107.",IT,Information Technology,103,0,0,0,0,0,0,Erode
2748,"Surya Engineering College, Perundurai Road,Manalmedu, Mettukadai,Kathirampatti Post, Erode-638107.",ME,Mechanical Engineering,0,0,0,0,0,0,0,Erode
2748,"Surya Engineering College, Perundurai Road,Manalmedu, Mettukadai,Kathirampatti Post, Erode-638107.",SC,Computer Science And Engineering (Cyber Security),108,0,0,0,0,108,0,Erode
2749,"Easa College Of Engineering And Technology, Nh-47, Palakkad Main Road, Navakkarai Post, Coimbatore-641105.",AD,Artificial Intelligence And Data Science,135,0,0,0,0,0,0,Coimbatore
2749,"Easa College Of Engineering And Technology, Nh-47, Palakkad Main Road, Navakkarai Post, Coimbatore-641105.",AG,Agricultural Engineering,0,0,0,0,0,0,0,Coimbatore
2749,"Easa College Of Engineering And Technology, Nh-47, Palakkad Main Road, Navakkarai Post, Coimbatore-641105.",AM,Computer Science And Engineering (Ai And Machine Learning),104.5,0,0,0,0,0,0,Coimbatore
2749,"Easa College Of Engineering And Technology, Nh-47, Palakkad Main Road, Navakkarai Post, Coimbatore-641105.",BM,Bio Medical Engineering,92,0,0,0,0,0,0,Coimbatore
2749,"Easa College Of Engineering And Technology, Nh-47, Palakkad Main Road, Navakkarai Post, Coimbatore-641105.",CS,Computer Science And Engineering,127.5,91,0,0,0,0,0,Coimbatore
2749,"Easa College Of Engineering And Technology, Nh-47, Palakkad Main Road, Navakkarai Post, Coimbatore-641105.",EC,Electronics And Communication Engineering,122,0,0,0,0,0,0,Coimbatore
2749,"Easa College Of Engineering And Technology, Nh-47, Palakkad Main Road, Navakkarai Post, Coimbatore-641105.",EE,Electrical And Electronics Engineering,0,0,0,0,0,0,0,Coimbatore
2749,"Easa College Of Engineering And Technology, Nh-47, Palakkad Main Road, Navakkarai Post, Coimbatore-641105.",IT,Information Technology,123,0,0,0,0,0,0,Coimbatore
2749,"Easa College Of Engineering And Technology, Nh-47, Palakkad Main Road, Navakkarai Post, Coimbatore-641105.",ME,Mechanical Engineering,0,0,0,0,0,0,0,Coimbatore
2749,"Easa College Of Engineering And Technology, Nh-47, Palakkad Main Road, Navakkarai Post, Coimbatore-641105.",SC,Computer Science And Engineering (Cyber Security),118,0,0,0,0,91,0,Coimbatore
2750,"Kit - Kalaignarkarunanidhi Institute Of Technology (Autonomous), S.F.No. 282,S.F.No. 283 Kannampalayam Post, Coimbatore-641402.",AD,Artificial Intelligence And Data Science,165.5,156.5,152,154,131.5,138.5,107,Coimbatore
2750,"Kit - Kalaignarkarunanidhi Institute Of Technology (Autonomous), S.F.No. 282,S.F.No. 283 Kannampalayam Post, Coimbatore-641402.",AE,Aeronautical Engineering,139.5,126.5,133,123.5,109.5,90.5,104,Coimbatore
2750,"Kit - Kalaignarkarunanidhi Institute Of Technology (Autonomous), S.F.No. 282,S.F.No. 283 Kannampalayam Post, Coimbatore-641402.",AG,Agricultural Engineering,148,118,117,106.5,111.5,124.5,0,Coimbatore
2750,"Kit - Kalaignarkarunanidhi Institute Of Technology (Autonomous), S.F.No. 282,S.F.No. 283 Kannampalayam Post, Coimbatore-641402.",AM,Computer Science And Engineering (Ai And Machine Learning),163,153,145,152.5,120,140.5,0,Coimbatore
2750,"Kit - Kalaignarkarunanidhi Institute Of Technology (Autonomous), S.F.No. 282,S.F.No. 283 Kannampalayam Post, Coimbatore-641402.",BM,Bio Medical Engineering,142,132,122,128,106.5,125.5,0,Coimbatore
2750,"Kit - Kalaignarkarunanidhi Institute Of Technology (Autonomous), S.F.No. 282,S.F.No. 283 Kannampalayam Post, Coimbatore-641402.",BT,Bio Technology,148.5,135.5,156,120.5,110.5,108,0,Coimbatore
2750,"Kit - Kalaignarkarunanidhi Institute Of Technology (Autonomous), S.F.No. 282,S.F.No. 283 Kannampalayam Post, Coimbatore-641402.",CB,Computer Science And Bussiness System,160.5,151.5,140,151,119,111.5,0,Coimbatore
2750,"Kit - Kalaignarkarunanidhi Institute Of Technology (Autonomous), S.F.No. 282,S.F.No. 283 Kannampalayam Post, Coimbatore-641402.",CS,Computer Science And Engineering,170.5,161.5,145.5,154.5,135,140.5,116.5,Coimbatore
2750,"Kit - Kalaignarkarunanidhi Institute Of Technology (Autonomous), S.F.No. 282,S.F.No. 283 Kannampalayam Post, Coimbatore-641402.",EC,Electronics And Communication Engineering,164.5,154,159,151,117,112,0,Coimbatore
2750,"Kit - Kalaignarkarunanidhi Institute Of Technology (Autonomous), S.F.No. 282,S.F.No. 283 Kannampalayam Post, Coimbatore-641402.",EE,Electrical And Electronics Engineering,147,142,0,121.5,104.5,104,0,Coimbatore
2750,"Kit - Kalaignarkarunanidhi Institute Of Technology (Autonomous), S.F.No. 282,S.F.No. 283 Kannampalayam Post, Coimbatore-641402.",EV,Electronics Engineering (Vlsi Design And Technology),151,145.5,149,144.5,112,117.5,0,Coimbatore
2750,"Kit - Kalaignarkarunanidhi Institute Of Technology (Autonomous), S.F.No. 282,S.F.No. 283 Kannampalayam Post, Coimbatore-641402.",ME,Mechanical Engineering,132,122.5,121,106.5,98.5,117,0,Coimbatore
2751,"Kgisl Institute Of Technology, 365, Kgisl Campus, Thudiyalur Road, Saravanampatti, Coimbatore-641035.",AD,Artificial Intelligence And Data Science,181.5,173,171.5,166.5,102.5,0,0,Coimbatore
2751,"Kgisl Institute Of Technology, 365, Kgisl Campus, Thudiyalur Road, Saravanampatti, Coimbatore-641035.",AM,Computer Science And Engineering (Ai And Machine Learning),177.5,171.5,161,161.5,107.5,0,0,Coimbatore
2751,"Kgisl Institute Of Technology, 365, Kgisl Campus, Thudiyalur Road, Saravanampatti, Coimbatore-641035.",CB,Computer Science And Bussiness System,174.5,170,154.5,158,0,110.5,0,Coimbatore
2751,"Kgisl Institute Of Technology, 365, Kgisl Campus, Thudiyalur Road, Saravanampatti, Coimbatore-641035.",CS,Computer Science And Engineering,180.5,172.5,173.5,165.5,126,127,122,Coimbatore
2751,"Kgisl Institute Of Technology, 365, Kgisl Campus, Thudiyalur Road, Saravanampatti, Coimbatore-641035.",EC,Electronics And Communication Engineering,176.5,169.5,164,159,0,0,0,Coimbatore
2751,"Kgisl Institute Of Technology, 365, Kgisl Campus, Thudiyalur Road, Saravanampatti, Coimbatore-641035.",IT,Information Technology,180,171.5,175,163.5,121,161,0,Coimbatore
2751,"Kgisl Institute Of Technology, 365, Kgisl Campus, Thudiyalur Road, Saravanampatti, Coimbatore-641035.",ME,Mechanical Engineering,161.5,147,120.5,129,0,0,0,Coimbatore
2751,"Kgisl Institute Of Technology, 365, Kgisl Campus, Thudiyalur Road, Saravanampatti, Coimbatore-641035.",SC,Computer Science And Engineering (Cyber Security),176.5,171,168.5,160,121.5,89,0,Coimbatore
2752,"Nandha College Of Technology, 235, Chennimalaipalayam Road, Pitchandampalayam Post, Veppampalayam Village, Erode-638052.",CS,Computer Science And Engineering,138,128.5,0,121.5,0,0,0,Erode
2752,"Nandha College Of Technology, 235, Chennimalaipalayam Road, Pitchandampalayam Post, Veppampalayam Village, Erode-638052.",EC,Electronics And Communication Engineering,149.5,137.5,0,115,0,104,0,Erode
2752,"Nandha College Of Technology, 235, Chennimalaipalayam Road, Pitchandampalayam Post, Veppampalayam Village, Erode-638052.",EE,Electrical And Electronics Engineering,126,0,0,0,0,116.5,0,Erode
2752,"Nandha College Of Technology, 235, Chennimalaipalayam Road, Pitchandampalayam Post, Veppampalayam Village, Erode-638052.",IT,Information Technology,129,119,0,111,0,0,0,Erode
2753,"Ppg Institute Of Technology, Rathnagiri Road, Saravanampatti, Coimbatore-641035.",AD,Artificial Intelligence And Data Science,144.5,119.5,106.5,113,0,125.5,124.5,Coimbatore
2753,"Ppg Institute Of Technology, Rathnagiri Road, Saravanampatti, Coimbatore-641035.",AG,Agricultural Engineering,106.5,0,0,0,0,0,0,Coimbatore
2753,"Ppg Institute Of Technology, Rathnagiri Road, Saravanampatti, Coimbatore-641035.",AM,Computer Science And Engineering (Ai And Machine Learning),120,0,0,0,0,0,0,Coimbatore
2753,"Ppg Institute Of Technology, Rathnagiri Road, Saravanampatti, Coimbatore-641035.",BM,Bio Medical Engineering,111,0,0,0,0,0,0,Coimbatore
2753,"Ppg Institute Of Technology, Rathnagiri Road, Saravanampatti, Coimbatore-641035.",CS,Computer Science And Engineering,142.5,115.5,0,0,0,0,0,Coimbatore
2753,"Ppg Institute Of Technology, Rathnagiri Road, Saravanampatti, Coimbatore-641035.",EC,Electronics And Communication Engineering,139,0,116,112.5,0,125.5,0,Coimbatore
2753,"Ppg Institute Of Technology, Rathnagiri Road, Saravanampatti, Coimbatore-641035.",IT,Information Technology,122.5,0,0,100,0,0,0,Coimbatore
2753,"Ppg Institute Of Technology, Rathnagiri Road, Saravanampatti, Coimbatore-641035.",ME,Mechanical Engineering,107.5,0,0,0,0,0,0,Coimbatore
2755,"Nehru Institute Of Technology (Autonomous), Jawahar Gardens, Kaliapuram, Thirumalayampalayam, Coimbatore-641105.",AE,Aeronautical Engineering,147,136.5,130,138,129,121,0,Coimbatore
2755,"Nehru Institute Of Technology (Autonomous), Jawahar Gardens, Kaliapuram, Thirumalayampalayam, Coimbatore-641105.",AG,Agricultural Engineering,162.5,0,0,101,0,0,0,Coimbatore
2755,"Nehru Institute Of Technology (Autonomous), Jawahar Gardens, Kaliapuram, Thirumalayampalayam, Coimbatore-641105.",AM,Computer Science And Engineering (Ai And Machine Learning),157,148.5,125.5,145.5,0,0,0,Coimbatore
2755,"Nehru Institute Of Technology (Autonomous), Jawahar Gardens, Kaliapuram, Thirumalayampalayam, Coimbatore-641105.",CE,Civil  Engineering,113.5,0,0,0,0,0,0,Coimbatore
2755,"Nehru Institute Of Technology (Autonomous), Jawahar Gardens, Kaliapuram, Thirumalayampalayam, Coimbatore-641105.",CS,Computer Science And Engineering,157,147.5,138.5,147.67,116.5,0,0,Coimbatore
2755,"Nehru Institute Of Technology (Autonomous), Jawahar Gardens, Kaliapuram, Thirumalayampalayam, Coimbatore-641105.",FD,Food Technology,134,0,94.5,0,0,0,0,Coimbatore
2755,"Nehru Institute Of Technology (Autonomous), Jawahar Gardens, Kaliapuram, Thirumalayampalayam, Coimbatore-641105.",IT,Information Technology,155.5,146.5,0,147.5,124,151.5,0,Coimbatore
2755,"Nehru Institute Of Technology (Autonomous), Jawahar Gardens, Kaliapuram, Thirumalayampalayam, Coimbatore-641105.",SC,Computer Science And Engineering (Cyber Security),157.5,144.5,157,144.5,112.5,92.5,126.5,Coimbatore
2758,"Jkk Munirajah College Of Technology (Autonomous), 377/1A, Punjai Thurayampalayam, Thookkanickenpalayam (Post), Thookkanickenpalayam, Gobi (Tk), Erode-638506.",AD,Artificial Intelligence And Data Science,0,0,0,0,0,0,0,Erode
2758,"Jkk Munirajah College Of Technology (Autonomous), 377/1A, Punjai Thurayampalayam, Thookkanickenpalayam (Post), Thookkanickenpalayam, Gobi (Tk), Erode-638506.",AU,Automobile Engineering,0,0,0,0,0,0,0,Erode
2758,"Jkk Munirajah College Of Technology (Autonomous), 377/1A, Punjai Thurayampalayam, Thookkanickenpalayam (Post), Thookkanickenpalayam, Gobi (Tk), Erode-638506.",CE,Civil  Engineering,0,0,0,0,0,0,0,Erode
2758,"Jkk Munirajah College Of Technology (Autonomous), 377/1A, Punjai Thurayampalayam, Thookkanickenpalayam (Post), Thookkanickenpalayam, Gobi (Tk), Erode-638506.",CS,Computer Science And Engineering,0,0,0,0,0,0,0,Erode
2758,"Jkk Munirajah College Of Technology (Autonomous), 377/1A, Punjai Thurayampalayam, Thookkanickenpalayam (Post), Thookkanickenpalayam, Gobi (Tk), Erode-638506.",EC,Electronics And Communication Engineering,0,0,0,0,0,0,0,Erode
2758,"Jkk Munirajah College Of Technology (Autonomous), 377/1A, Punjai Thurayampalayam, Thookkanickenpalayam (Post), Thookkanickenpalayam, Gobi (Tk), Erode-638506.",EE,Electrical And Electronics Engineering,0,0,0,0,0,0,0,Erode
2758,"Jkk Munirajah College Of Technology (Autonomous), 377/1A, Punjai Thurayampalayam, Thookkanickenpalayam (Post), Thookkanickenpalayam, Gobi (Tk), Erode-638506.",IT,Information Technology,0,0,0,0,0,0,0,Erode
2758,"Jkk Munirajah College Of Technology (Autonomous), 377/1A, Punjai Thurayampalayam, Thookkanickenpalayam (Post), Thookkanickenpalayam, Gobi (Tk), Erode-638506.",ME,Mechanical Engineering,0,0,0,0,0,0,0,Erode
2758,"Jkk Munirajah College Of Technology (Autonomous), 377/1A, Punjai Thurayampalayam, Thookkanickenpalayam (Post), Thookkanickenpalayam, Gobi (Tk), Erode-638506.",SC,Computer Science And Engineering (Cyber Security),0,0,0,0,0,0,0,Erode
2761,"United Institute Of Technology (Autonomous), G.Koundampalayam, Periyanaickenpalayam, Coimbatore-641020.",AD,Artificial Intelligence And Data Science,142,119,132.5,118.5,0,110.5,0,Coimbatore
2761,"United Institute Of Technology (Autonomous), G.Koundampalayam, Periyanaickenpalayam, Coimbatore-641020.",CS,Computer Science And Engineering,144.5,130.5,0,138.5,0,0,0,Coimbatore
2761,"United Institute Of Technology (Autonomous), G.Koundampalayam, Periyanaickenpalayam, Coimbatore-641020.",EC,Electronics And Communication Engineering,134.5,101.5,110,102.5,0,0,0,Coimbatore
2761,"United Institute Of Technology (Autonomous), G.Koundampalayam, Periyanaickenpalayam, Coimbatore-641020.",IT,Information Technology,132.5,108,125.5,102.5,0,0,0,Coimbatore
2761,"United Institute Of Technology (Autonomous), G.Koundampalayam, Periyanaickenpalayam, Coimbatore-641020.",RM,Robotics And Automation,114.5,0,0,0,0,0,0,Coimbatore
2761,"United Institute Of Technology (Autonomous), G.Koundampalayam, Periyanaickenpalayam, Coimbatore-641020.",SC,Computer Science And Engineering (Cyber Security),130.5,97.5,0,117,0,120,114,Coimbatore
2762,"Jansons Institute Of Technology (Autonomous), Sf.No.443/1,2, 442/1A & 442/1B Karumathampatty, Coimbatore-641659.",AD,Artificial Intelligence And Data Science,142,133.5,0,129.5,0,0,0,Coimbatore
2762,"Jansons Institute Of Technology (Autonomous), Sf.No.443/1,2, 442/1A & 442/1B Karumathampatty, Coimbatore-641659.",CB,Computer Science And Bussiness System,127,103,110.5,110,0,0,0,Coimbatore
2762,"Jansons Institute Of Technology (Autonomous), Sf.No.443/1,2, 442/1A & 442/1B Karumathampatty, Coimbatore-641659.",CE,Civil  Engineering,0,0,0,0,0,0,0,Coimbatore
2762,"Jansons Institute Of Technology (Autonomous), Sf.No.443/1,2, 442/1A & 442/1B Karumathampatty, Coimbatore-641659.",CS,Computer Science And Engineering,147.5,137,95,130.5,0,0,0,Coimbatore
2762,"Jansons Institute Of Technology (Autonomous), Sf.No.443/1,2, 442/1A & 442/1B Karumathampatty, Coimbatore-641659.",EC,Electronics And Communication Engineering,134.5,110.5,0,106,0,0,0,Coimbatore
2762,"Jansons Institute Of Technology (Autonomous), Sf.No.443/1,2, 442/1A & 442/1B Karumathampatty, Coimbatore-641659.",ME,Mechanical Engineering,98.5,0,88.5,0,0,0,0,Coimbatore
